timestamp,time,underlying_price,strike,type,bid_px,ask_px,trade_px,OI,delta,volatility,gamma,theta,vega,days_to_expiry,intrinsic_value,time_value,days_to_expiry
1567575720100000000,11:12:00.100000000,2686772.0690,2610000.0000,put,1525.0000,1540.0000,1540.0000,193840.0000,-0.0700,0.3435,0.0002,-28.4000,196.4006,1.1792,0.0000,1540.0000,1.1792
1567575720100000000,11:12:00.100000000,2686772.0690,2620000.0000,call,67280.0000,72065.0000,71370.0000,640.0000,0.9000,0.3446,0.0003,-41.9000,260.1734,1.1792,66772.0690,4597.9310,1.1792
1567575720100000000,11:12:00.100000000,2686772.0690,2620000.0000,put,2220.0000,2235.0000,2220.0000,390600.0000,-0.1000,0.3382,0.0003,-35.8000,251.9148,1.1792,0.0000,2220.0000,1.1792
1567575720100000000,11:12:00.100000000,2686772.0690,2630000.0000,call,60010.0000,61190.0000,61950.0000,2500.0000,0.8700,0.3368,0.0004,-49.5000,319.8423,1.1792,56772.0690,5177.9310,1.1792
1567575720100000000,11:12:00.100000000,2686772.0690,2630000.0000,put,3175.0000,3195.0000,3195.0000,306900.0000,-0.1300,0.3326,0.0004,-43.9000,314.7380,1.1792,0.0000,3195.0000,1.1792
1567575720100000000,11:12:00.100000000,2686772.0690,2640000.0000,call,51845.0000,52240.0000,51000.0000,4680.0000,0.8200,0.3340,0.0005,-58.9000,389.9489,1.1792,46772.0690,4227.9310,1.1792
1567575720100000000,11:12:00.100000000,2686772.0690,2640000.0000,put,4500.0000,4525.0000,4530.0000,359860.0000,-0.1700,0.3277,0.0005,-52.6000,383.3128,1.1792,0.0000,4530.0000,1.1792
1567575720100000000,11:12:00.100000000,2686772.0690,2650000.0000,call,43660.0000,43925.0000,43430.0000,51960.0000,0.7700,0.3275,0.0006,-66.8000,456.4139,1.1792,36772.0690,6657.9310,1.1792
1567575720100000000,11:12:00.100000000,2686772.0690,2650000.0000,put,6230.0000,6255.0000,6235.0000,896280.0000,-0.2200,0.3217,0.0006,-60.7000,451.7425,1.1792,0.0000,6235.0000,1.1792
1567575720100000000,11:12:00.100000000,2686772.0690,2660000.0000,call,35915.0000,36105.0000,35255.0000,43260.0000,0.7100,0.3199,0.0007,-73.4000,517.7131,1.1792,26772.0690,8482.9310,1.1792
1567575720100000000,11:12:00.100000000,2686772.0690,2660000.0000,put,8475.0000,8530.0000,8535.0000,423100.0000,-0.2900,0.3156,0.0007,-67.8000,515.5006,1.1792,0.0000,8535.0000,1.1792
1567575720100000000,11:12:00.100000000,2686772.0690,2670000.0000,call,28815.0000,28975.0000,28845.0000,98420.0000,0.6400,0.3131,0.0008,-78.3000,568.5723,1.1792,16772.0690,12072.9310,1.1792
1567575720100000000,11:12:00.100000000,2686772.0690,2670000.0000,put,11400.0000,11470.0000,11470.0000,576940.0000,-0.3600,0.3101,0.0008,-73.1000,567.8461,1.1792,0.0000,11470.0000,1.1792
1567575720100000000,11:12:00.100000000,2686772.0690,2680000.0000,call,22610.0000,22700.0000,22590.0000,204040.0000,0.5600,0.3088,0.0008,-81.2000,601.1296,1.1792,6772.0690,15817.9310,1.1792
1567575720100000000,11:12:00.100000000,2686772.0690,2680000.0000,put,15075.0000,15160.0000,15075.0000,400720.0000,-0.4400,0.3047,0.0008,-75.7000,600.9383,1.1792,0.0000,15075.0000,1.1792
